username,division,score,place,match_id
Eryx,1,839.82,4,8016
Egor,1,705.15,5,8016
ivan_metelsky,1,1238.47,1,8019
elizarov,1,1223.15,2,8019
tomek,1,1194.75,3,8019
malcin,1,1193.47,4,8019
reid,1,1181.15,5,8019
algostorm,1,1470.58,1,8017
Petr,1,1470.15,2,8017
tomek,1,1425.98,3,8017
bladerunner,1,1420.15,4,8017
ivan_metelsky,1,1419.88,5,8017
battyone,1,318.11,1,8057
toast,1,284.07,2,8057
cbaray,1,225.28,3,8057
AdrianKuegel,1,168.2,4,8057
pegli,1,134.99,5,8057
marek.cygan,1,1551.35,1,7995
zmast3r,2,1195.16,1,7995
kalinov,1,1538.9,2,7995
phoenixinter,2,917.36,2,7995
Zuza,1,1444.78,3,7995
endrjo,2,852.72,3,7995
Toivoa,1,1418.68,4,7995
answer-42,2,822.1,4,7995
JongMan,1,1385.6,5,7995
LemonTree,2,795.69,5,7995
texel,1,1089.98,1,8036
Petr,1,1043.24,2,8036
gawry,1,789.44,3,8036
rem,1,758.98,4,8036
tomal,1,661.71,5,8036
AdrianKuegel,1,774.98,1,8059
battyone,1,134.97,2,8059
toast,1,0.0,3,8059
kalinov,1,1282.37,1,7996
dynamitehacker,2,1389.79,1,7996
marian,1,1246.16,2,7996
pashka,2,1382.89,2,7996
Petr,1,1194.82,3,7996
meisterT,2,1276.83,3,7996
Soultaker,1,887.06,4,7996
LimberG,2,1268.64,4,7996
niphoton,1,830.51,5,7996
merunka,2,1231.06,5,7996
ACRush,1,1732.51,1,10766
ush,2,1157.8,1,10766
John Dethridge,1,1615.74,2,10766
Cristiano,2,1039.6,2,10766
yiuyuho,1,1327.16,3,10766
shadowdancer851,2,892.29,3,10766
roma,1,1081.38,4,10766
cluster2006,2,831.38,4,10766
Vedensky,1,1055.1,5,10766
fafa87,2,770.06,5,10766
misof,1,1174.47,1,8007
agray,2,1212.87,1,8007
Petr,1,661.06,2,8007
seliv,2,1211.7,2,8007
venco,1,581.19,3,8007
bertas,2,1154.92,3,8007
ploh,1,579.65,4,8007
Doi Cay Nghiet,2,1105.05,4,8007
bmerry,1,576.76,5,8007
doublez,2,1102.26,5,8007
Egor,1,1551.88,1,10768
WilliamLP,2,942.4,1,10768
AdrianKuegel,1,1508.24,2,10768
deena,2,663.7,2,10768
kia,1,1440.63,3,10768
AlexBoyko,2,656.88,3,10768
konqueror,1,1408.28,4,10768
ricardohahn,2,614.28,4,10768
yuhch123,1,1382.95,5,10768
tangyouze,2,594.34,5,10768
krijgertje,1,676.61,1,7997
loveislife,2,1501.75,1,7997
Petr,1,616.83,2,7997
onyx,2,1436.68,2,7997
pashka,1,572.76,3,7997
eric0,2,1435.88,3,7997
ploh,1,559.22,4,7997
elimgta,2,1382.95,4,7997
rem,1,552.05,5,7997
damonema,2,1320.32,6,7997
Petr,1,1111.28,1,10775
tkaneko,2,1064.03,1,10775
Per,1,676.99,2,10775
juanvp,2,968.37,2,10775
ACRush,1,649.53,3,10775
cosechy,2,770.48,3,10775
ardiankp,1,515.7,4,10775
sumant_bhardvaj,2,689.13,4,10775
JongMan,1,507.67,5,10775
thocev5,2,654.35,5,10775
andre.sp,1,1499.7,1,10770
nu4nu,2,1304.62,1,10770
Minilek,1,1477.84,2,10770
bozzball,2,1249.24,2,10770
Yarin,1,1432.22,3,10770
Ikki,2,984.98,3,10770
liympanda,1,1424.49,4,10770
njucs,2,723.5,4,10770
domino,1,1421.65,5,10770
IdNotFound,2,704.3,5,10770
Jan_Kuipers,1,701.33,1,8032
jwalzer,1,146.5,2,8032
tsgkrishna,1,0.0,3,8032
jdsmith,1,0.0,3,8032
zhuzeyuan,1,1421.36,1,10773
Acumon,2,837.68,1,10773
ACRush,1,1366.27,2,10773
Megal,2,753.38,2,10773
Petr,1,1245.5,3,10773
karthik123,2,732.17,3,10773
SnapDragon,1,1070.07,4,10773
iurp,2,695.67,4,10773
Ruberik,1,853.16,5,10773
ma}{im,2,685.89,5,10773
myprasanna,1,1666.4,1,10888
isd,1,1575.41,2,10888
daveagp,1,1545.15,3,10888
first_timer,1,1531.09,4,10888
Vytenis,1,1527.98,5,10888
Petr,1,1569.17,1,7998
Gluk,2,1562.43,1,7998
andrewzta,1,1118.21,2,7998
.Invader,2,1401.94,2,7998
evgeni,1,814.38,3,7998
wlodzislaw,2,1219.86,4,7998
HardCoder,1,694.96,4,7998
Gassa,2,1188.04,5,7998
John Dethridge,1,692.43,5,7998
dbh,2,1185.44,6,7998
monsoon,1,1226.23,1,10777
ellenjuice,2,1590.7,1,10777
almelv,1,1126.14,2,10777
dzwiedziu,2,1313.34,2,10777
gawry,1,1084.19,3,10777
Mingfei_Li,2,1253.37,3,10777
KOTEHOK,1,1068.92,4,10777
dimple,2,1173.5,4,10777
soul-net,1,1015.52,5,10777
bwps,2,1171.16,5,10777
Petr,1,1780.9,1,10897
darnley,1,1555.41,2,10897
Vitaliy,1,1434.2,3,10897
nya,1,1433.85,4,10897
ktuan,1,1403.34,5,10897
Egor,1,1573.12,1,10772
omeometo,2,1493.03,1,10772
ACRush,1,1498.98,2,10772
shravas,2,964.01,2,10772
Petr,1,1443.25,3,10772
lxhimo,2,936.64,4,10772
liympanda,1,1428.25,4,10772
hahao,2,856.38,5,10772
nika,1,1355.45,5,10772
serine,2,758.21,6,10772
romkatv,1,639.4,1,10906
retunsky,1,512.29,2,10906
MatFiz,1,388.77,3,10906
chintanshah123,1,142.33,4,10906
stueckchen0815,1,141.69,5,10906
krijgertje,1,1558.81,1,10898
Vedensky,1,1496.69,2,10898
AdrianKuegel,1,1469.01,3,10898
ploh,1,1446.08,4,10898
WangDong,1,1417.32,5,10898
ACRush,1,1311.72,1,10899
Per,1,1220.42,2,10899
pparys,1,1193.89,3,10899
Burunduk1,1,1169.93,4,10899
lNVISIBLE,1,1154.66,5,10899
fangge,1,1653.14,1,10881
4umep,1,1547.99,2,10881
lyt,1,1539.2,3,10881
Macsy,1,1534.11,4,10881
Charizard,1,1532.49,5,10881
Eryx,1,567.23,1,8092
daveagp,1,543.33,2,8092
John Dethridge,1,461.37,3,8092
radeye,1,293.93,4,8092
madking,1,265.98,5,8092
misof,1,775.81,1,8093
nicka81,1,604.71,2,8093
ivan_metelsky,1,482.52,3,8093
antimatter,1,428.13,4,8093
marian,1,241.36,5,8093
Petr,1,1541.72,1,8000
fuwenjie,2,1694.08,1,8000
Ying,1,1343.01,2,8000
janos,2,1257.29,2,8000
Jan_Kuipers,1,1316.99,3,8000
tolkienfan,2,1234.97,3,8000
mbee,1,1244.79,4,8000
kinfkong,2,1201.33,4,8000
Ryan,1,1212.16,5,8000
Asteria,2,1070.69,5,8000
daisy,1,1574.33,1,10889
sephiroth79,1,1558.82,2,10889
_kiwi_,1,1530.13,3,10889
Rounder,1,1486.7,4,10889
Mozgastik,1,1455.08,5,10889
Egor,1,1306.48,1,7999
shd,2,1275.4,1,7999
bmerry,1,1196.25,2,7999
.Invader,2,1273.83,2,7999
Yarin,1,1131.79,3,7999
wildclaw,2,1231.77,3,7999
Petr,1,1009.63,4,7999
0moikane,2,1203.01,4,7999
marek.cygan,1,977.8,5,7999
gy,2,1163.66,5,7999
OpenGL,1,1421.01,1,10778
narri,2,1620.36,1,10778
liympanda,1,1388.31,2,10778
ranc,2,1385.0,2,10778
windbells,1,1347.16,3,10778
Eeyore,2,1329.86,3,10778
domino,1,1341.38,4,10778
WtbH,2,1228.5,4,10778
SnapDragon,1,1330.58,5,10778
izquierdo,2,1227.65,5,10778
Vasyl[alphacom],1,1457.32,1,10891
bmerry,1,1445.99,2,10891
krijgertje,1,1301.85,3,10891
Vintik,1,1281.61,4,10891
falagar,1,1265.4,5,10891
tomekkulczynski,1,1542.6,1,10781
zhuojie,2,1544.55,1,10781
ACRush,1,1516.8,2,10781
janezb,2,1533.24,2,10781
myprasanna,1,1502.62,3,10781
Ice_Ax,2,1403.83,3,10781
marek.cygan,1,1418.78,4,10781
eagleonhill,2,1179.2,4,10781
gawry,1,1417.88,5,10781
Igor_Y,2,1176.97,5,10781
retunsky,1,231.88,1,10917
MatFiz,1,225.0,2,10917
romkatv,1,166.7,3,10917
eldariel87,1,112.43,4,10917
MatthiasSigmund,1,0.0,5,10917
ploh,1,400.43,1,8098
Petr,1,390.96,2,8098
HilbertRaum,1,376.96,3,8098
marek.cygan,1,307.47,4,8098
lars,1,266.38,5,8098
Petr,1,1293.44,1,10908
pashka,1,1070.0,2,10908
marek.cygan,1,873.03,3,10908
kalinov,1,863.81,4,10908
ACRush,1,788.72,5,10908
MatFiz,1,75.0,1,10922
retunsky,1,50.0,2,10922
eldariel87,1,25.0,3,10922
romkatv,1,0.0,4,10922
EmK,1,1478.42,1,10780
Hamed,2,1453.67,1,10780
marek.cygan,1,1473.42,2,10780
bigheadghost,2,1303.95,2,10780
KOTEHOK,1,1397.27,3,10780
mrc88,2,1199.38,3,10780
Soultaker,1,1349.93,4,10780
gmark,2,1131.61,4,10780
ACRush,1,1295.24,5,10780
orlov,2,1098.78,5,10780
bmerry,1,1283.96,1,10924
Petr,1,1255.67,2,10924
Zhukov_Dmitry,1,1060.19,3,10924
fuwenjie,1,979.03,4,10924
Egor,1,894.51,5,10924
MatFiz,1,102.07,1,10934
eldariel87,1,25.0,2,10934
retunsky,1,-25.0,3,10934
Petr,1,1518.02,1,10787
zizavino,2,1794.01,1,10787
marek.cygan,1,1480.31,2,10787
LostSoul,2,1542.2,2,10787
andrewzta,1,1458.88,3,10787
Mikhail_A,2,1526.98,3,10787
Gluk,1,1333.64,4,10787
dimka_ks,2,1492.66,4,10787
ardiankp,1,1333.63,5,10787
chinesesonic,2,1447.09,6,10787
ACRush,1,1570.55,1,10789
XiaoXiaoqing,2,1417.27,1,10789
gevak,1,1564.12,2,10789
Werevovk,2,1123.13,2,10789
OpenGL,1,1561.19,3,10789
algoboy,2,1117.09,3,10789
Petr,1,1534.83,4,10789
rapik,2,1104.86,4,10789
jbernadas,1,1506.03,5,10789
wkpl,2,1085.12,5,10789
ACRush,1,1304.41,1,10783
espr1t,2,1571.6,1,10783
gawry,1,1291.2,2,10783
cytmike,2,1534.2,2,10783
Per,1,1267.11,3,10783
snguyen,2,1513.1,3,10783
bmerry,1,1236.02,4,10783
rustema,2,1429.09,4,10783
stone,1,1150.31,5,10783
rejudge,2,1354.0,5,10783
ACRush,1,1894.34,1,10786
armansuleimenov,2,813.68,1,10786
gevak,1,1722.04,2,10786
vinodkumar,2,749.77,2,10786
Egor,1,1611.34,3,10786
frisbeejoecrow,2,749.31,3,10786
kalinov,1,1550.24,4,10786
ron.iiita,2,744.68,4,10786
Astein,1,1503.02,5,10786
Elinow,2,742.97,5,10786
Petr,1,1155.71,1,10785
woodfish6178,2,760.2,1,10785
Vasyl[alphacom],1,712.71,2,10785
Vovako,2,718.68,2,10785
pashka,1,687.14,3,10785
easel,2,678.31,3,10785
Onufry,1,675.58,4,10785
diegocaminha,2,673.8,4,10785
gevak,1,663.89,5,10785
rejudge,2,670.33,5,10785
nya,1,912.62,1,10936
ryuwonha,2,1776.68,1,10936
bmerry,1,910.74,2,10936
Ted,2,1539.93,2,10936
gawry,1,780.95,3,10936
relatko,2,1462.74,3,10936
marek.cygan,1,774.67,4,10936
karthik123,2,1279.2,4,10936
cnettel,1,769.92,5,10936
normit,2,1249.52,5,10936
Petr,1,1569.06,1,10956
krijgertje,1,1375.22,2,10956
xhl_kogitsune,1,660.66,3,10956
kalinov,1,631.73,4,10956
lovro,1,466.46,5,10956
tomek,1,1293.19,1,10791
carlos.guia,2,1236.11,1,10791
UdH-WiNGeR,1,1192.21,2,10791
npostolov,2,1228.77,2,10791
ploh,1,1191.96,3,10791
Effect,2,1152.82,3,10791
Ying,1,1139.62,4,10791
pcpc.1980,2,1095.24,4,10791
Abednego,1,1079.38,5,10791
ocean-city,2,1021.85,5,10791
John Dethridge,1,1375.54,1,8095
gawry,1,1302.78,2,8095
lars,1,643.37,3,8095
marek.cygan,1,155.39,4,8095
madking,1,142.5,5,8095
tjq,1,1183.13,1,8001
emka207,2,1273.88,1,8001
Petr,1,1147.94,2,8001
mhchan,2,1209.79,2,8001
Im2Good,1,1128.99,3,8001
xnitin,2,1196.22,3,8001
Per,1,1073.07,4,8001
Danko,2,1158.95,4,8001
kalinov,1,888.69,5,8001
slogarbage,2,1129.33,5,8001
Petr,1,1764.09,1,8067
elhipercubo,2,1342.24,1,8067
krijgertje,1,1494.95,2,8067
gc0,2,1298.92,2,8067
andrewzta,1,1441.09,3,8067
motono,2,1253.3,3,8067
bmerry,1,1167.6,4,8067
mohandasks,2,1176.57,4,8067
ploh,1,1022.52,5,8067
pazabo,2,1173.87,5,8067
ploh,1,1443.03,1,8002
cep21,2,1590.13,1,8002
jvpardon,1,1382.78,2,8002
HoldMeDown,2,1464.57,3,8002
Egor,1,1378.79,3,8002
yoyko,2,1343.55,4,8002
radeye,1,1370.83,4,8002
Tseng,2,1334.88,5,8002
John Dethridge,1,1319.64,5,8002
Aegypter,2,1325.2,6,8002
cyfra,1,1053.91,1,10979
xhl_kogitsune,1,802.13,2,10979
kalinov,1,707.2,3,10979
Egor,1,603.31,4,10979
Burunduk1,1,599.47,5,10979
Eryx,1,1135.98,1,8096
ploh,1,641.48,2,8096
misof,1,568.7,3,8096
Petr,1,426.35,4,8096
daveagp,1,235.29,5,8096
ACRush,1,1078.47,1,10957
gawry,1,758.18,2,10957
Per,1,727.78,3,10957
marek.cygan,1,580.72,4,10957
cyfra,1,480.83,5,10957
tomek,1,1190.51,1,8068
wshtb,2,1540.81,1,8068
Petr,1,1087.23,2,8068
olive_tc,2,1497.74,2,8068
pparys,1,1086.75,3,8068
SailorFrag,2,1389.54,4,8068
ploh,1,847.0,4,8068
thegrey,2,1372.54,5,8068
rem,1,670.82,5,8068
pytko.13,2,1309.59,6,8068
Vitaliy,1,707.63,1,10958
domino,1,706.44,2,10958
Egor,1,625.44,3,10958
Savior,1,576.38,4,10958
konqueror,1,546.18,5,10958
Petr,1,1103.03,1,10980
krijgertje,1,587.58,2,10980
gawry,1,558.95,3,10980
Vitaliy,1,345.82,4,10980
ACRush,1,208.98,5,10980
xhl_kogitsune,1,1373.49,1,10793
narri,2,1473.46,1,10793
Psyho,1,1302.49,2,10793
avayvod,2,1205.07,2,10793
nika,1,1290.16,3,10793
ttashiro,2,1158.43,3,10793
kp7,1,1255.42,4,10793
ertesh,2,1117.51,4,10793
Gluk,1,1205.0,5,10793
nobu-k,2,1113.9,5,10793
SnapDragon,1,1362.77,1,10800
stephanie,2,1414.91,1,10800
marek.cygan,1,1256.35,2,10800
serine,2,1337.31,3,10800
gozman,1,1243.45,3,10800
OleGG,2,1309.25,4,10800
wata,1,1195.95,4,10800
lucien,2,1234.27,5,10800
Petr,1,1451.88,1,10796
Mace_Windu,2,1315.88,1,10796
Psyho,1,1389.8,2,10796
mylady,2,1090.44,2,10796
Im2Good,1,1314.71,3,10796
ibommisetty,2,1064.89,3,10796
kalinov,1,1222.86,4,10796
eminemxh,2,820.38,4,10796
SnapDragon,1,1217.69,5,10796
tgoulart,2,694.38,5,10796
Eryx,1,1166.03,5,10800
rafaelchacon,2,1182.01,6,10800
tomekkulczynski,1,1413.86,1,10802
Alefas,2,1569.85,1,10802
ploh,1,1408.7,2,10802
-WSM-,2,1007.9,2,10802
lyc1977,1,1340.18,3,10802
Louty,2,859.77,3,10802
Vasyl[alphacom],1,1321.88,4,10802
xiaxia,2,800.9,4,10802
marek.cygan,1,1179.1,5,10802
mfs1365,2,736.95,5,10802
Gassa,1,836.59,1,10804
KirillB,2,1517.46,1,10804
Egor,1,827.47,2,10804
impetus,2,1359.9,2,10804
kalinov,1,778.22,3,10804
_oyster_,2,1250.99,3,10804
bmerry,1,748.8,4,10804
guilherme,2,1247.53,4,10804
krijgertje,1,745.17,5,10804
Kontakter,2,1231.49,5,10804
Petr,1,1220.22,1,10794
vot,2,1573.65,1,10794
krijgertje,1,1118.17,2,10794
happyFounder,2,1453.16,2,10794
Gluk,1,1113.12,3,10794
averza,2,1429.82,3,10794
Vasyl[alphacom],1,1057.7,4,10794
rng_58,2,1411.92,4,10794
yuhch123,1,751.31,5,10794
ferr,2,1346.84,5,10794
Eryx,1,1655.2,1,10808
leohoyee,2,1236.25,1,10808
Petr,1,1612.74,2,10808
espr1t,2,1224.68,2,10808
marek.cygan,1,1509.13,3,10808
acsaga,2,1161.17,3,10808
Gluk,1,1360.04,4,10808
enigma9,2,1098.01,4,10808
Vasyl[alphacom],1,1329.29,5,10808
Biskup,2,1006.86,5,10808
gawry,1,1181.91,1,10798
Li_Mon,2,1431.18,1,10798
krijgertje,1,864.63,2,10798
ausgezeichnet,2,1300.29,2,10798
JongMan,1,857.79,3,10798
malekzadeh,2,1283.43,3,10798
Michael_Levin,1,844.1,4,10798
jcs314,2,1224.64,4,10798
ploh,1,779.23,5,10798
dqzdq,2,1199.36,5,10798
Eryx,1,1593.67,1,10805
araste,2,1148.41,1,10805
Egor,1,1455.93,2,10805
mhwu,2,1108.69,2,10805
inazz,1,1315.83,3,10805
pszemsza_,2,610.89,3,10805
kalinov,1,1297.21,4,10805
tsebayoth,2,593.24,4,10805
ploh,1,1254.33,5,10805
YaoJinyu,2,573.2,5,10805
Petr,1,1343.05,1,10806
quynhtrang212,2,1357.47,1,10806
gevak,1,837.85,2,10806
mohamad_jrs,2,1122.98,2,10806
marek.cygan,1,762.49,3,10806
yazhini,2,1109.56,3,10806
Im2Good,1,737.29,4,10806
flamer,2,1090.73,4,10806
Egor,1,726.92,5,10806
pavel13,2,1076.73,5,10806
Petr,1,1483.76,1,8070
Minny,2,1411.53,1,8070
soul-net,1,1403.99,2,8070
slavejovanovski,2,1332.52,2,8070
Andrew_Lazarev,1,1395.03,3,8070
colesbury,2,1317.34,3,8070
sjelkjd,1,1391.15,4,8070
alberto,2,1288.84,4,8070
rem,1,1269.92,5,8070
edans,2,1206.34,5,8070
Petr,1,1496.11,1,8069
Nevo,2,1391.89,1,8069
tomek,1,1374.25,2,8069
simonenko,2,1311.69,2,8069
radeye,1,1366.54,3,8069
chilre,2,1298.2,3,8069
Eryx,1,1326.29,4,8069
Pasto,2,1255.09,4,8069
Per,1,1256.39,5,8069
Mic47,2,1247.11,5,8069
tomek,1,1674.14,1,8072
stone,2,1435.7,1,8072
marek.cygan,1,1588.11,2,8072
dgott,2,1384.18,2,8072
krijgertje,1,1558.53,3,8072
cypressx,2,1347.67,3,8072
pparys,1,1548.42,4,8072
aussieviet,2,1278.77,4,8072
haha,1,1527.71,5,8072
marcoloco,2,1238.51,5,8072
krijgertje,1,1663.73,1,8075
kia,2,1711.6,1,8075
tmyklebu,1,1646.95,2,8075
b285714,2,1707.13,2,8075
Petr,1,1631.33,3,8075
LiuYuChen,2,1705.33,3,8075
misof,1,1518.99,5,8075
RoBa,2,1608.12,4,8075
andrewzta,1,1508.62,6,8075
fifka,2,1534.7,5,8075
Petr,1,1620.59,,8076
King_Bette,2,1577.62,,8076
ACRush,1,1322.58,,8076
zwdant,2,1476.17,,8076
bmerry,1,1253.83,,8076
ppfish,2,1392.8,,8076
misof,1,1220.35,,8076
Ging_Freecss,2,1364.74,,8076
tmyklebu,1,1121.06,,8076
Sieldog,2,1344.96,,8076
antimatter,1,1293.54,1,8074
Rocking,2,1295.92,1,8074
misof,1,1234.75,2,8074
FangLiu,2,1229.82,2,8074
krijgertje,1,1193.96,3,8074
mikolajz,2,1228.63,3,8074
Petr,1,1123.44,4,8074
inkfish,2,1141.01,4,8074
Jan_Kuipers,1,1080.0,5,8074
pablo.aguilar,2,1122.77,5,8074
Petr,1,1862.76,1,8071
zhuzeyuan,2,1755.04,1,8071
Zis,1,1602.75,2,8071
m4t3o,2,1305.38,2,8071
Mike Mirzayanov,1,1542.67,3,8071
rkistner,2,1300.73,3,8071
marian,1,1534.95,4,8071
RangerXL,2,1222.78,4,8071
ivan_metelsky,1,1521.85,5,8071
qwier,2,1216.7,5,8071
misof,1,1514.51,1,8073
ACRush,2,1689.07,1,8073
Per,1,1318.52,2,8073
forcey,2,1640.89,2,8073
krijgertje,1,1306.73,3,8073
LittleWhite,2,1604.49,3,8073
Petr,1,1294.8,4,8073
palmcron,2,1553.77,4,8073
ploh,1,1172.2,5,8073
david_angga888,2,1527.08,5,8073
Petr,1,1473.79,1,8078
P_YegreS_P,2,1548.63,1,8078
andrewzta,1,1452.0,2,8078
Marto,2,1493.65,2,8078
misof,1,1421.92,3,8078
plexer,2,1440.54,3,8078
John Dethridge,1,1132.01,4,8078
acmabhi,2,1372.65,4,8078
KOTEHOK,1,1107.17,5,8078
Gor_a,2,1372.55,5,8078
Petr,1,1290.31,1,8077
guanyxcn,2,1621.96,2,8077
ploh,1,905.41,2,8077
LampJinn,2,1284.79,3,8077
ACRush,1,862.0,3,8077
amarkovits,2,1229.39,4,8077
gevak,1,859.67,4,8077
joelimlimit,2,1224.58,5,8077
battyone,1,807.82,5,8077
FangLiu,2,1213.61,6,8077
gevak,1,739.51,1,10810
AlixM,2,1385.58,1,10810
ACRush,1,677.87,2,10810
B.Good,2,1327.26,2,10810
vlad89,1,651.13,3,10810
Tanaeem,2,1304.91,3,10810
jthread,1,645.93,4,10810
meret,2,1296.41,4,10810
Zuza,1,644.09,5,10810
IlyaPonamarev,2,1289.03,5,10810
ACRush,1,1118.98,1,11120
nikolaymakarov,2,1176.4,1,11120
Rizvanov_de_xXx,1,842.32,2,11120
Waaagh2,2,825.97,2,11120
icanadi,1,782.27,3,11120
jbnpaul,2,656.88,3,11120
Burunduk3,1,720.13,4,11120
moharrami,2,631.51,4,11120
.Invader,1,701.76,5,11120
Alias_Prudaev,2,593.34,5,11120
yuhch123,1,1463.52,1,11121
pavel13,2,1235.63,1,11121
Michael_Levin,1,1454.09,2,11121
litwin,2,1179.86,2,11121
liympanda,1,1419.24,3,11121
lshmouse,2,1079.66,3,11121
Psyho,1,1326.73,4,11121
mohamad_jrs,2,920.97,4,11121
Revenger,1,1304.08,5,11121
agrbin,2,804.72,5,11121
ardiankp,1,1293.14,1,11122
Dottik,2,1767.58,1,11122
Revenger,1,1106.03,2,11122
A_A_Lunyov,2,1582.78,2,11122
xhl_kogitsune,1,1067.51,3,11122
lschyt,2,1581.38,3,11122
ainu7,1,945.71,4,11122
vishnufafat,2,1570.15,4,11122
karol1,1,906.96,5,11122
Hornax,2,1502.75,5,11122
Astein,1,1553.71,1,12007
blackmath,1,1475.33,2,12007
showbu,1,1330.84,3,12007
zhuojie,1,1329.7,4,12007
antimatter,1,1302.16,5,12007
Petr,1,1713.92,1,11123
d000hg,2,1272.63,2,11123
Eryx,1,1699.46,2,11123
jjb205,2,1247.38,3,11123
nika,1,1499.44,3,11123
gajcz,2,1175.95,4,11123
marek.cygan,1,1497.08,4,11123
licstar,2,1160.83,5,11123
Mingfei_Li,1,1493.97,5,11123
nikkitousen,2,1147.64,6,11123
Petr,1,1125.59,1,11124
martins256,2,985.04,1,11124
OpenGL,1,861.45,2,11124
ljcarter15,2,939.39,2,11124
fpavetic,1,760.61,3,11124
nocut98,2,774.65,3,11124
Vasyl[alphacom],1,755.74,4,11124
pszemsza_,2,767.07,4,11124
UdH-WiNGeR,1,694.93,5,11124
littleboy,2,732.28,5,11124
misof,1,1440.25,1,8081
vesko,2,1143.7,1,8081
Eryx,1,1419.67,2,8081
Tigran,2,1063.31,2,8081
bmerry,1,1385.17,3,8081
AlixM,2,725.09,3,8081
radeye,1,1372.47,4,8081
royappa,2,722.15,4,8081
rem,1,1370.49,5,8081
Archimedean1,2,700.01,5,8081
rem,1,845.35,1,8080
shell,2,1585.32,2,8080
misof,1,832.92,2,8080
Ice-man,2,1361.75,3,8080
Revenger,1,819.1,3,8080
lexgas,2,1151.45,4,8080
ACRush,1,760.04,4,8080
LampJinn,2,1013.65,5,8080
marek.cygan,1,694.29,5,8080
RAVEman,2,979.44,6,8080
marek.cygan,1,1431.98,1,9812
mastodonth,2,1389.16,1,9812
Per,1,1181.51,2,9812
oldbig,2,1318.02,2,9812
bmerry,1,1157.68,3,9812
vyxaryx,2,1278.53,3,9812
John Dethridge,1,1146.76,4,9812
xuecaijia,2,1170.61,4,9812
AdrianKuegel,1,1122.2,5,9812
gy,2,1072.25,5,9812
Petr,1,1734.19,1,9811
MMind,2,1474.03,1,9811
misof,1,1255.42,2,9811
kappa,2,1291.05,2,9811
andrewzta,1,1250.97,3,9811
neitsch,2,1224.37,4,9811
evgeni,1,1159.13,4,9811
AJA,2,1210.48,5,9811
WSX,1,1042.96,5,9811
gootsa,2,1169.23,6,9811
bmerry,1,1142.73,1,9810
br,2,1319.45,1,9810
asaveljevs,1,1065.63,2,9810
King_Bette,2,580.17,3,9810
kalinov,1,908.54,3,9810
kgd314,2,574.21,4,9810
rem,1,819.61,4,9810
aminallam,2,571.1,5,9810
John Dethridge,1,704.14,5,9810
Aegypter,2,544.54,6,9810
misof,1,1353.99,1,9809
Michael_Rybak,2,962.55,2,9809
ploh,1,1272.55,2,9809
hungson175,2,764.1,3,9809
AdrianKuegel,1,1266.77,3,9809
Xander_tc,2,663.73,4,9809
tjq,1,1226.62,4,9809
vikashparida,2,662.41,5,9809
John Dethridge,1,1216.56,5,9809
Avet,2,634.47,6,9809
monsoon,1,1327.07,1,9808
zwdant,2,676.33,1,9808
marek.cygan,1,1251.71,2,9808
Rahenri,2,620.59,2,9808
kedaizd,1,1235.91,3,9808
ZUTI,2,545.01,3,9808
natori,1,1136.84,4,9808
bjq_cn,2,541.53,4,9808
aboyner,1,1059.14,5,9808
fullDump,2,482.53,5,9808
Petr,1,1668.95,1,8083
lapsedbird,2,1259.65,1,8083
kalinov,1,1365.04,2,8083
NauCoder,2,1235.75,2,8083
marian,1,1214.05,3,8083
butler,2,1108.86,3,8083
Eryx,1,1181.27,4,8083
mitnickcbc,2,1074.92,4,8083
tomek,1,1139.07,5,8083
Kniht,2,1058.63,5,8083
marijnk,1,957.22,1,9897
CatalinT,1,945.11,2,9897
dmks,1,882.9,3,9897
aubergineanode,1,877.28,4,9897
Rounder,1,876.32,5,9897
sjitters,1,869.5,1,9898
hyyylr,1,843.56,2,9898
Swetko,1,834.2,3,9898
N][M,1,820.9,4,9898
Vintik,1,771.28,5,9898
soul-net,1,954.96,1,9901
andrzejk,1,952.52,2,9901
Soultaker,1,938.45,3,9901
i12xz,1,935.03,4,9901
mickle,1,891.76,5,9901
rem,1,1565.35,1,8082
knuckleslives,2,1183.9,1,8082
bmerry,1,1495.47,2,8082
pawko,2,1089.53,2,8082
wleite,1,1480.96,3,8082
jackiex,2,1037.45,3,8082
andrewzta,1,1450.45,4,8082
rogerbdly,2,966.5,4,8082
marek.cygan,1,1414.46,5,8082
michu23,2,949.04,5,8082
pparys,1,1376.22,1,12008
g201513,1,1293.46,2,12008
chEEtah,1,1223.79,3,12008
jshute,1,1197.18,4,12008
xOberon,1,1193.58,5,12008
smell,1,794.64,1,9900
TN_PKU,1,758.94,2,9900
King_Bette,1,652.88,3,9900
xiady,1,652.45,4,9900
visualage,1,633.11,5,9900
pashka,1,1623.45,1,12012
nya,1,1594.97,2,12012
marek.cygan,1,1585.27,3,12012
msg555,1,1556.23,4,12012
crazyb0y,1,1507.34,5,12012
Petr,1,1941.39,1,12011
SkidanovAlex,1,1398.38,2,12011
tomek,1,1349.23,3,12011
Per,1,1334.55,4,12011
bmerry,1,1311.74,5,12011
Smylic,1,1460.18,1,11125
Alex_KPR,2,832.46,1,11125
Michael_Levin,1,1456.56,2,11125
piloop,2,785.66,2,11125
SnapDragon,1,1383.1,3,11125
Rhawk187,2,782.51,3,11125
UdH-WiNGeR,1,1338.21,4,11125
midrux,2,780.49,4,11125
Gassa,1,1271.89,5,11125
Asocasno,2,774.7,5,11125
